DATE;URL;NOM;ALIAS;NB_ABO
2022-09-01;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;;
2022-09-01;https://twitter.com/CaissEpargneAL;CAISSE D EPARGNE - d'Auvergne et du Limousin;;
2022-09-01;https://twitter.com/CaissEpargneSAV;CAISSE D EPARGNE - National SAV;;
2022-09-01;https://twitter.com/Caisse_Epargne;CAISSE D EPARGNE - National;;
2022-09-01;https://twitter.com/CE_RhoneAlpes;CAISSE D EPARGNE - Rhône Alpes;;
2022-09-06;https://twitter.com/EspritHandball;CAISSE D EPARGNE - Esprit Hand;@EspritHandball;36600
2022-09-06;https://twitter.com/natixis;GROUPE BPCE - NATIXIS;@natixis;18200
2022-09-06;https://twitter.com/CaissEpargneLDA;CAISSE D EPARGNE - Loire Drome Ardèche;@CaissEpargneLDA;1210
2022-09-07;https://twitter.com/BanquePopulaire;BANQUE POPULAIRE - National;@BanquePopulaire;30100
2022-09-07;https://twitter.com/BanquePopAura;BANQUE POPULAIRE - Auvergne Rhône Alpes (AURA);@BanquePopAura;1177
2022-09-07;https://twitter.com/ce_cepac;CAISSE D EPARGNE - Provence-Alpes-Corse (CEPAC);@CE_CEPAC;5571
2022-09-07;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;@Entrepreneurs;19700
2022-09-07;https://twitter.com/CaissEpargneLDA;CAISSE D EPARGNE - Loire Drome Ardèche;@CaissEpargneLDA;1210
2022-09-08;https://twitter.com/bpgrandouest;BANQUE POPULAIRE - Grand Ouest;@bpgrandouest;4232
2022-09-08;https://twitter.com/CaissEpargneBFC;BANQUE POPULAIRE - Bourgogne Franche-Comté;@CaissEpargneBFC;798
2022-09-08;https://twitter.com/VoileBanquePop;BANQUE POPULAIRE - Voile Banque Populaire;@VoileBanquePop;36700
2022-09-08;https://twitter.com/BanquePopAura;BANQUE POPULAIRE - Auvergne Rhône Alpes (AURA);@BanquePopAura;1177
2022-09-08;https://twitter.com/ce_cepac;CAISSE D EPARGNE - Provence-Alpes-Corse (CEPAC);@CE_CEPAC;5571
2022-09-08;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;2109
2022-09-08;https://twitter.com/CaissEpargneAL;CAISSE D EPARGNE - d'Auvergne et du Limousin;@CaissEpargneAL;1470
2022-09-08;https://twitter.com/nrjbanquepop;BANQUE POPULAIRE - Carte NRJ Banque Pop';@nrjbanquepop;
2022-09-08;https://twitter.com/CaissepargneLR;CAISSE D EPARGNE - Languedoc-Roussillon;@CaissepargneLR;2767
2022-09-09;https://twitter.com/bpgrandouest;BANQUE POPULAIRE - Grand Ouest;@bpgrandouest;4232
2022-09-09;https://twitter.com/VoileBanquePop;BANQUE POPULAIRE - Voile Banque Populaire;@VoileBanquePop;36700
2022-09-09;https://twitter.com/creditfoncierrp;GROUPE BPCE - Crédit Foncier;@creditfoncierrp;
2022-09-09;https://twitter.com/BPMed;BANQUE POPULAIRE - Méditerranée (MED);@BPMed;5119
2022-09-26;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;2108
2022-09-26;https://twitter.com/CaissEpargneMP;CAISSE D EPARGNE - Midi-Pyrénées;@CaissEpargneMP;999
2022-09-27;https://twitter.com/BanquePopAura;BANQUE POPULAIRE - Auvergne Rhône Alpes (AURA);@BanquePopAura;1180
2022-09-27;https://twitter.com/PramexBPCE;GROUPE BPCE - Pramex International;@PramexBPCE;531
2022-09-27;https://twitter.com/creditfoncierrp;GROUPE BPCE - Crédit Foncier;@creditfoncierrp;
2022-09-27;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;2109
2022-09-27;https://twitter.com/groupeBPCE;GROUPE BPCE - Corporate;@GroupeBPCE;22600
2022-09-28;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;@Entrepreneurs;19700
2022-09-28;https://twitter.com/EspritGlisse;CAISSE D EPARGNE - Esprit Glisse;@EspritGlisse;13600
2022-09-28;https://twitter.com/CEHDF;CAISSE D EPARGNE - Hauts-de-France;@CEHDF;2594
2022-09-28;https://twitter.com/VotreCoach;GROUPE BPCE - Votre Coach;@VotreCoach;992
2022-09-28;https://twitter.com/BPALC;BANQUE POPULAIRE - Alsace Lorraine Champagne;@BPALC;5550
2022-09-28;https://twitter.com/BRED_BP;BANQUE POPULAIRE - BRED;@BRED_BP;1916
2022-09-28;https://twitter.com/EspritBasket;CAISSE D EPARGNE - Esprit Basket;@EspritBasket;25300
2022-09-29;https://twitter.com/CaissEpargneBFC;BANQUE POPULAIRE - Bourgogne Franche-Comté;@CaissEpargneBFC;798
2022-09-29;https://twitter.com/BP_RivesParis;BANQUE POPULAIRE - Rives de Paris;@BP_RivesParis;4937
2022-09-29;https://twitter.com/creditfoncierrp;GROUPE BPCE - Crédit Foncier;@creditfoncierrp;
2022-09-29;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;2118
2022-09-29;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;@Entrepreneurs;19700
2022-09-29;https://twitter.com/CE_iledefrance;CAISSE D EPARGNE - Ile-de-France;@CE_iledefrance;2205
2022-09-29;https://twitter.com/EspritGlisse;CAISSE D EPARGNE - Esprit Glisse;@EspritGlisse;13600
2022-09-29;https://twitter.com/TeamCE;CAISSE D EPARGNE - Team Caisse d'Epargne;@TeamCE;582
2022-10-01;https://twitter.com/CEHDF;CAISSE D EPARGNE - Hauts-de-France;@CEHDF;2596
2022-10-01;https://twitter.com/natixis;GROUPE BPCE - NATIXIS;@natixis;18200
2022-10-01;https://twitter.com/BPALC;BANQUE POPULAIRE - Alsace Lorraine Champagne;@BPALC;5547
2022-10-01;https://twitter.com/BP_ACA;BANQUE POPULAIRE - Aquitaine Centre Atlantique;@BP_ACA;
2022-10-01;https://twitter.com/CE_RhoneAlpes;CAISSE D EPARGNE - Rhône Alpes;@CE_RhoneAlpes;3278
2022-10-03;https://twitter.com/BanquePopulaire;BANQUE POPULAIRE - National;;
2022-10-03;https://twitter.com/BanquePopAura;BANQUE POPULAIRE - Auvergne Rhône Alpes (AURA);;
2022-10-03;https://twitter.com/CEBFC_endirect;CAISSE D EPARGNE - Bourgogne Franche-Comté;;
2022-10-03;https://twitter.com/89C3;GROUPE BPCE - 89C3;;
2022-10-03;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;;
2022-10-03;https://twitter.com/CE_LoireCentre;CAISSE D EPARGNE - Loire-Centre;;
2022-10-03;https://twitter.com/CaissEpargneMP;CAISSE D EPARGNE - Midi-Pyrénées;;
2022-10-03;https://twitter.com/EspritHandball;CAISSE D EPARGNE - Esprit Hand;;
2022-10-03;https://twitter.com/BPMed;BANQUE POPULAIRE - Méditerranée (MED);;
2022-10-03;https://twitter.com/BRED_BP;BANQUE POPULAIRE - BRED;;
2022-11-01;https://twitter.com/ce_cepac;CAISSE D EPARGNE - Provence-Alpes-Corse (CEPAC);;
